item,feedfieldname,title,description,datatypecode,filecode,tablecode,heirarchycode,units,polarity,includedinscores,pillaritem,catitem,reglicflag,valuescoreexists,asrepexists,sourceexists
573,NuclearWeaponsOwnershipPercent,Nuclear Weapons Ownership Percent,"Nuclear weapons involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
574,OilAndGasfiredPowerGenerationFlag,Oil and Gas-fired Power Generation,Does the company have involvement in oil and gas-fired power generation?,1,1,3,1,Y/N,Negative,,6,13,,,,
575,OilAndGasfiredPowerGenerationOwnershipPercent,Oil and Gas-fired Power Generation Ownership Percent,"Oil and gas-fired power generation involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
576,OilAndGasfiredPowerGenerationRevenueAmount,Oil and Gas-fired Power Generation Revenue,The revenue generated by the company from oil and gas-fired power generation.,5,1,3,1,Currency = Local Reporting Currency,Negative,,6,13,,,,
577,OilAndGasfiredPowerGenerationRevenuePercent,Oil and Gas-fired Power Generation Revenue Percent,Percentage of revenue generated by the company from oil and gas-fired power generation.,3,1,3,1,Percentage,Negative,,6,13,,,,
578,OilAndGasProcessingTransportationDistributionFlag,Oil and Gas Processing and Distribution,"Does the company have involvement in oil and gas processing, transportation and/or distribution?",1,1,3,1,Y/N,Negative,,6,13,,,,
579,OilAndGasProcessingTransportationDistributionOwnershipPercent,Oil and Gas Processing and Distribution Ownership Percent,"Oil and gas processing, transportation and distribution involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
580,OilAndGasProcessingTransportationDistributionRevenueAmount,"Oil and Gas Processing, Transportation and Distribution Revenue","The revenue generated by the company from oil and gas processing, transportation and/or distribution.",5,1,3,1,Currency = Local Reporting Currency,Negative,,6,13,,,,
581,OilAndGasProcessingTransportationDistributionRevenuePercent,"Oil and Gas Processing, Transportation and Distribution Revenue Percent","Percentage of revenue generated by the company from oil and gas processing, transportation and/or distribution.",3,1,3,1,Percentage,Negative,,6,13,,,,
582,OilAndGasProducerFlag,Oil and Gas Producer,Does the company have involvement in the production of oil and gas reserves?,1,1,3,1,Y/N,Negative,,6,13,,,,
583,OilAndGasProducerOwnershipPercent,Oil and Gas Producer Ownership Percent,"Oil and gas producer involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
584,OilAndGasProducerRevenueAmount,Oil and Gas Producer Revenue,The revenue generated by the company from the production of oil and gas reserves.,5,1,3,1,Currency = Local Reporting Currency,Negative,,6,13,,,,
585,OilAndGasProducerRevenuePercent,Oil and Gas Producer Revenue Percent,Percentage of revenue generated by the company from the production of and gas reserves.,3,1,3,1,Percentage,Negative,,6,13,,,,
586,OilfieldServicesFlag,Oilfield Services,Does the company have involvement in oilfield services?,1,1,3,1,Y/N,Negative,,6,13,,,,
587,OilfieldServicesOwnershipPercent,Oilfield Services Ownership Percent,"Oilfield services involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
588,OilfieldServicesRevenueAmount,Oilfield Services Revenue,The revenue generated by the company from the oilfield services.,5,1,3,1,Currency = Local Reporting Currency,Negative,,6,13,,,,
589,OilfieldServicesRevenuePercent,Oilfield Services Revenue Percent,Percentage of revenue generated by the company from the oilfield services.,3,1,3,1,Percentage,Negative,,6,13,,,,
590,OilSandsProducerFlag,Oil Sands Producer,Does the company have involvement in the production of oil sands reserves?,1,1,3,1,Y/N,Negative,,6,13,,,,
591,OilSandsProducerOwnershipPercent,Oil Sands Producer Ownership Percent,"Oil sands producer involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
592,OilSandsProducerRevenueAmount,Oil Sands Producer Revenue,The revenue generated by the company from the production of oil sands reserves.,5,1,3,1,Currency = Local Reporting Currency,Negative,,6,13,,,,
593,OilSandsProducerRevenuePercent,Oil Sands Producer Revenue Percent,Percentage of revenue generated by the company from the production of oil sands reserves.,3,1,3,1,Percentage,Negative,,6,13,,,,
594,ThermalCoalfiredPowerGenerationFlag,Thermal Coal-fired Power Generation,Does the company have involvement in thermal coal-fired power generation?,1,1,3,1,Y/N,Negative,,6,13,,,,
595,ThermalCoalfiredPowerGenerationOwnershipPercent,Thermal Coal-fired Power Generation Ownership Percent,"Thermal coal-fired power generation involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
596,ThermalCoalfiredPowerGenerationRevenueAmount,Thermal Coal-fired Power Generation Revenue,The revenue generated by the company from the thermal coal-fired power generation.,5,1,3,1,Currency = Local Reporting Currency,Negative,,6,13,,,,
597,ThermalCoalfiredPowerGenerationRevenuePercent,Thermal Coal-fired Power Generation Revenue Percent,Percentage of revenue generated by the company from thermal coal-fired power generation.,3,1,3,1,Percentage,Negative,,6,13,,,,
598,ThermalCoalProducerFlag,Thermal Coal Producer,Does the company have involvement in the production of thermal coal reserves?,1,1,3,1,Y/N,Negative,,6,13,,,,
599,ThermalCoalProducerOwnershipPercent,Thermal Coal Producer Ownership Percent,"Thermal coal producer involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
600,ThermalCoalProducerRevenueAmount,Thermal Coal Producer Revenue,The revenue generated by the company from the production of thermal coal reserves.,5,1,3,1,Currency = Local Reporting Currency,Negative,,6,13,,,,
601,ThermalCoalProducerRevenuePercent,Thermal Coal Producer Revenue Percent,Percentage of revenue generated by the company from the production of thermal coal reserves.,3,1,3,1,Percentage,Negative,,6,13,,,,
602,TobaccoProducerFlag,Tobacco Producer,Does the company produce tobacco products?,1,1,3,1,Y/N,Negative,,6,13,,,,
603,TobaccoProducerOwnershipPercent,Tobacco Producer Ownership Percent,"Tobacco producer involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
604,TobaccoProducerRevenueAmount,Tobacco Producer Revenue,The revenue generated by the company from the production of tobacco products.,5,1,3,1,Currency = Local Reporting Currency,Negative,,6,13,,,,
605,TobaccoProducerRevenuePercent,Tobacco Producer Revenue Percent,Percentage of revenue generated by the company from the production of tobacco products.,3,1,3,1,Percentage,Negative,,6,13,,,,
606,TobaccoRetailerOwnershipPercent,Tobacco Retailer Ownership Percent,"Tobacco retailer involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
607,TobaccoRetailerRevenueAmount,Tobacco Retailer Revenue,The revenue generated by the company from the retailing of tobacco products.,5,1,3,1,Currency = Local Reporting Currency,Negative,,6,13,,,,
608,TobaccoRetailerRevenuePercent,Tobacco Retailer Revenue Percent,Percentage of revenue generated by the company from the retailing of tobacco products.,3,1,3,1,Percentage,Negative,,6,13,,,,
609,UraniumMiningAndProcessingFlag,Uranium Mining and Processing,Does the company have involvement in the mining and processing of uranium reserves?,1,1,3,1,Y/N,Negative,,6,13,,,,
610,UraniumMiningAndProcessingOwnershipPercent,Uranium Mining and Processing Ownership Percent,"Uranium mining and processing involvement ownership bands (0 to 10%, >10% to 20%, >20% to 50%, >50% to 100%, 100%)",6,1,3,1,Range,Negative,,6,13,,,,
611,UraniumMiningAndProcessingRevenueAmount,Uranium Mining and Processing Revenue,The revenue generated by the company from the mining and processing of uranium reserves.,5,1,3,1,Currency = Local Reporting Currency,Negative,,6,13,,,,
612,UraniumMiningAndProcessingRevenuePercent,Uranium Mining and Processing Revenue Percent,Percentage of revenue generated by the company from the mining and processing of uranium reserves.,3,1,3,1,Percentage,Negative,,6,13,,,,
613,CementCO23YearCompoundAnnualGrowthRate,Cement CO2 Equivalents Emission -3 year CAGR,Cement CO2 equivalents emission - 3 years Compound Annual Growth Rate.,3,2,2,2,Rate,Negative,,4,8,,,,
614,CementCO25YearCompoundAnnualGrowthRate,Cement CO2 Equivalents Emission -5 year CAGR,Cement CO2 equivalents emission - 5 years Compound Annual Growth Rate.,3,2,2,2,Rate,Negative,,4,8,,,,
615,CementCO2ChangeYOYPercent,Cement CO2 Equivalents Emission -YoY,Percentage change year on year of cement CO2 equivalents emission.,3,2,2,2,Percentage,Negative,,4,8,,,,
616,DirectScope13YearCO2CompoundAnnualGrowthRate,"CO2 Equivalent Emissions Direct, Scope 1 -3 year CAGR","Direct CO2 equivalent emissions, Scope 1 - 3 years Compound Annual Growth Rate.",3,2,2,2,Rate,Negative,,4,8,,,,
617,DirectScope15YearCO2CompoundAnnualGrowthRate,"CO2 Equivalent Emissions Direct, Scope 1 -5 year CAGR","Direct CO2 equivalent emissions, Scope 1 - 5 years Compound Annual Growth Rate.",3,2,2,2,Rate,Negative,,4,8,,,,
618,DirectScope1CO2ChangeYOYPercent,"CO2 Equivalent Emissions Direct, Scope 1 -YoY","Percentage change year on year of direct CO2 equivalent emissions, Scope 1.",3,2,2,2,Percentage,Negative,,4,8,,,,
619,FleetCO23YearCompoundAnnualGrowthRate,Fleet CO2 Emissions -3 year CAGR,Fleet CO2 emissions - 3 years Compound Annual Growth Rate.,3,2,2,2,Rate,Negative,,4,8,,,,
620,FleetCO25YearCompoundAnnualGrowthRate,Fleet CO2 Emissions -5 year CAGR,Fleet CO2 emissions - 5 years Compound Annual Growth Rate.,3,2,2,2,Rate,Negative,,4,8,,,,
621,FleetCO2ChangeYOYPercent,Fleet CO2 Emissions -YoY,Percentage change year on year of fleet CO2 emissions.,3,2,2,2,Percentage,Negative,,4,8,,,,
622,IndirectScope23YearCO2CompoundAnnualGrowthRate,"CO2 Equivalent Emissions Indirect, Scope 2 -3 year CAGR","Indirect CO2 equivalent emissions, Scope 2 - 3 years Compound Annual Growth Rate.",3,2,2,2,Rate,Negative,,4,8,,,,
623,IndirectScope25IndirectCO2CompoundAnnualGrowthRate,"CO2 Equivalent Emissions Indirect, Scope 2 -5 year CAGR","Indirect CO2 equivalent emissions, Scope 2 - 5 years Compound Annual Growth Rate.",3,2,2,2,Rate,Negative,,4,8,,,,
624,IndirectScope2CO2ChangeYOYPercent,"CO2 Equivalent Emissions Indirect, Scope 2 -YoY","Percentage change year on year of indirect CO2 equivalent emissions, Scope 2.",3,2,2,2,Percentage,Negative,,4,8,,,,
